  GOSU: Coefficients(1.00, [0.78, 2.34, 3.9, 2.34, 0.039])
SIMPLE: Coefficients(1.00, [0.8, 2.1, 3.4, 1.8, 0.1])
 TANGO: Coefficients(1.00, [0.726, 1.948, 3.134, 1.694, 0.052])
CURENT: Coefficients(1.00, [1.0991639999999878, 2.947757999999968, 4.744875999999948, 0.046999999999998585, 0.053])
act: 8841


runBB: 0.37
run1B: 0.56
run2B: 0.89
run3B: 1.21
runHR: 1.01
rnBIP: -0.06

runs-: 0.30
runs+: 0.62
wobas: 1.09

wobaBB: 0.73
woba1B: 0.93
woba2B: 1.29
woba3B: 1.64
wobaHR: 1.42


Batting: 3249/8321 0.281/0.719
Pitching: 4807/5587 0.462/0.538

           Hits | 0.129
        Doubles | 0.040
        Triples | 0.010
       HomeRuns | 0.046
          Walks | 0.095
             Ks | 0.254
Features: Contact, Gap, Power, Eye, Avoid K's, Running Speed
-- Hits
Selected: RandomForestScores: [(0.33106932277099027, RandomForest(...)), (0.32298211906238355, Isotonic(...)), (0.30230213638087233, Huber(...)), (0.3161789808104978, Linear(...))]Best Parameters: {'regressor__max_depth': 49, 'regressor__n_estimators': 2, 'selection__k': 2}Feature Scores: [76. 54. 37. 29. 43.  3.]Feature Mask: [ True  True False False False False]Feature Importances: [0.838 0.162]
-- Doubles
Selected: RandomForestScores: [(0.1969395894029543, RandomForest(...)), (0.11424891233436622, Isotonic(...)), (0.105109431533975, Huber(...)), (0.10590451445816436, Linear(...))]Best Parameters: {'regressor__max_depth': 9, 'regressor__n_estimators': 99, 'selection__k': 4}Feature Scores: [18. 14. 13. 18. 24.  2.]Feature Mask: [ True  True False  True  True False]Feature Importances: [0.426 0.119 0.161 0.293]
-- Triples
Selected: RandomForestScores: [(0.17732601976482673, RandomForest(...)), (0.03307613521658045, Isotonic(...)), (0.12370702853816233, Huber(...)), (0.16043287803628128, Linear(...))]Best Parameters: {'regressor__max_depth': 8, 'regressor__n_estimators': 88, 'selection__k': 4}Feature Scores: [12. 35. 13.  9. 17. 22.]Feature Mask: [False  True  True False  True  True]Feature Importances: [0.237 0.207 0.381 0.176]
-- HomeRuns
Selected: HuberScores: [(0.4970958072141281, RandomForest(...)), (0.4442709713849852, Isotonic(...)), (0.49462012175937103, Huber(...)), (0.47945353122389217, Linear(...))]Best Parameters: {'selection__k': 6}Feature Scores: [14. 13. 34.  7. 11.  0.]Coefficients: [-0.00936056  0.00839489  0.04993435  0.01917123 -0.00980338 -0.00866   ]Intercept: 0.0008650329458570902Feature Mask: [ True  True  True  True  True  True]
-- Walks
Selected: HuberScores: [(0.14254305333064446, RandomForest(...)), (0.16482729246611094, Isotonic(...)), (0.21216094385148784, Huber(...)), (0.2070953547773696, Linear(...))]Best Parameters: {'selection__k': 5}Feature Scores: [3. 2. 4. 9. 5. 0.]Coefficients: [-0.0215347  -0.03318015  0.01634206  0.10532561  0.03956709]Intercept: 0.004988349342293752Feature Mask: [ True  True  True  True  True False]
-- Ks
Selected: RandomForestScores: [(0.23376643377180237, RandomForest(...)), (0.12023587274482421, Isotonic(...)), (0.1897403255397929, Huber(...)), (0.2067033257709334, Linear(...))]Best Parameters: {'regressor__max_depth': 1, 'regressor__n_estimators': 5, 'selection__k': 3}Feature Scores: [45. 45. 29. 27. 46.  5.]Feature Mask: [ True  True False False  True False]Feature Importances: [0.6 0.  0.4]

           Hits | 0.054
        Doubles | 0.035
       HomeRuns | 0.021
          Walks | 0.025
             Ks | 0.044
Features: Stuff, Control, Movement, Groundball Pct., Endurance
-- Hits
Selected: HuberScores: [(0.09861274656802703, RandomForest(...)), (-0.01612763410002993, Isotonic(...)), (0.21798516023183986, Huber(...)), (0.20887828852517468, Linear(...))]Best Parameters: {'selection__k': 3}Feature Scores: [23.  2. 17.  1.  1.]Coefficients: [-0.07867526  0.08989726 -0.04147175]Intercept: 0.259178452742236Feature Mask: [ True  True  True False False]
-- Doubles
Selected: HuberScores: [(-0.1711216086432481, RandomForest(...)), (-0.18484724949098355, Isotonic(...)), (-0.06896058732579761, Huber(...)), (-0.07193612776939758, Linear(...))]Best Parameters: {'selection__k': 1}Feature Scores: [5. 1. 6. 1. 0.]Coefficients: [0.01114164]Intercept: 0.04937241069887546Feature Mask: [False False  True False False]
-- HomeRuns
Selected: LinearScores: [(0.11384984109331253, RandomForest(...)), (0.026787227177391532, Isotonic(...)), (0.04968477096845029, Huber(...)), (0.0809531740378902, Linear(...))]Best Parameters: {'selection__k': 4}Feature Scores: [1. 2. 8. 0. 0.]Coefficients: [ 2.24258886e-04 -3.31930960e-05 -9.26139507e-04  1.83281851e-04]Intercept: 0.07483045792381489Feature Mask: [ True  True  True False  True]
-- Walks
Selected: LinearScores: [(0.059139085309726745, RandomForest(...)), (0.05321651005155048, Isotonic(...)), (0.2455888535757037, Huber(...)), (0.2599366164440231, Linear(...))]Best Parameters: {'selection__k': 5}Feature Scores: [ 5. 33.  7.  1.  0.]Coefficients: [-3.12184993e-05 -1.51902667e-03 -2.25196847e-04 -1.27171332e-04 -3.49057540e-03]Intercept: 0.2307085821306181Feature Mask: [ True  True  True  True  True]
-- Ks
Selected: LinearScores: [(0.5698085633356315, RandomForest(...)), (0.547419528611489, Isotonic(...)), (0.5912407214119549, Huber(...)), (0.6233501082544974, Linear(...))]Best Parameters: {'selection__k': 1}Feature Scores: [105.   8.  28.   0.   1.]Coefficients: [0.00217149]Intercept: 0.04309012256154071Feature Mask: [ True False False False False]

Hitting Features
             Average |  -   107   +  |   5  15  25  35  45  55  65  75  85  95
             Contact | 113 ( -5) 108 |  83  83  82  81 101 113 107 108 106 106
                 Gap | 105 ( -3) 102 | 100  99  99  98  97 105 102 102 102 101
               Power | 106 (  2) 108 | 102 104 104 105 106 109 109 110 111 113
                 Eye | 104 (  7) 111 |  88  91  94  97 101 103 107 110 114 116
           Avoid K's | 108 (  0) 108 | 104 105 106 109 111 107 107 110 111 112
       Running Speed | 107 (  1) 108 | 107 107 107 107 107 108 108 109 109 108

Pitching Features
             Average |  -   102   +  |   5  15  25  35  45  55  65  75  85  95
               Stuff |  96 ( 12) 108 |  66  70  75  79  84  90  95 101 107 115
             Control | 101 (  3) 104 | 100 100 100 100 101 101 102 102 103 104
            Movement |  95 ( 17) 112 |  64  68  73  79  84  91  98 107 118 129
     Groundball Pct. | 101 (  2) 103 |  99 100 101 101 102 103 103 104 104 105
           Endurance |  86 ( 35) 121 | 

3B Santiago, A     23| .350/.411/.504 125  41 | .379/.431/.514 130 109 | -3552---   4 |  + || 133 || ML     *    |
 C Michale Saez              24|  C :  93      -4  -6     :  83 | DH : 108       0   0   3     : 111 |   6 | 117 | 41------ |   4*      $550k r |        :        |  p595 | Pittsburgh Pirates   | ++++
1B Joshua Widner             22| 1B :  92       1 -16     :  77 | 1B :  97       1  17  -7     : 108 |   6 | 114 | -4------ |   9               |        :        |  p577 | Pittsburgh Pirates   | +++
1B Peter Barden              33| 1B : 109       2   2     : 114 |    :                         :   0 |   0 | 114 | -5---1-1 |  F *     $6.56M   | $993.4k: $1.27M |  p407 | Pittsburgh Pirates   | ***
2B Tyrell Tejada             21| 2B :  69      -1 -33     :  35 | 2B : 107      -1  -6   5     : 105 |   6 | 111 | -241---- |                   |        :        |  p804 | Pittsburgh Pirates   | ++
CF Erasmo Trujillo           20| CF :  60      18 -27     :  51 | CF :  91      18 -12   6     : 103 |   6 | 109 | -3---494 |                   |        :        |  p776 | Pittsburgh Pirates   | +-
SP Edgar Ulmer               32| SP :      98      10     : 108 |    :                         :   0 |   1 | 109 |          |  F *     $2.32M   |  $4.97M: $6.37M |  p134 | Pittsburgh Pirates   | *^
MR Randy Corral              23| MR :      80       4     :  84 | MR :      99      -5   9     : 102 |   6 | 108 |          |   T*      $550k r |  $1.99M: $2.55M |  p593 | Pittsburgh Pirates   | +++++
SP Jonah Porcaro             27| SP :      95       7     : 102 | SP :      97      -8   3     :  92 |   6 | 108 |          |    *     $1.33Mx4 |  $3.48M: $4.46M |  p483 | Pittsburgh Pirates   | **^
2B David Allen               31| 3B :  88      12   5     : 105 |    :                         :   0 |   2 | 107 | -4984--- |    *+             |  $2.48M: $3.18M |  p175 | Pittsburgh Pirates   | *^
LF Franklin Cox              27| 1B : 100       3  -6     :  98 | 1B :  97       3  -2  -5     :  94 |   6 | 104 | -61--4-3 |  F *     $1.96M   |        :        |  p317 | Pittsburgh Pirates   | **^
MR James Enger               19| MR :      58     -16     :  42 | MR :      99     -12   9     :  96 |   6 | 102 |          |                   |        :        |  p708 | Pittsburgh Pirates   | +++++
CL William Knight            28| MR :      87      10     :  97 | MR :      87     -15  -1     :  71 |   5 | 102 |          |    *     $4.65Mx3 |  $4.97M: $6.37M |  p269 | Pittsburgh Pirates   | ***
SS Gerardo Centeno           33| SS :  87      17  -2     : 102 |    :                         :   0 |   0 | 102 | -3337--- |    *     $5.68Mx3 |        :        |  p311 | Pittsburgh Pirates   | **
SP Arron Ormond              33| SP :      95       7     : 102 |    :                         :   0 |   0 | 102 |          |    *     $3.16Mx3 |  $3.48M: $4.46M |  p127 | Pittsburgh Pirates   | **
SP David Puleo               26| SP :      91       3     :  95 | SP :      93     -12  -1     :  80 |   6 | 101 |          |    *     $1.33Mx3 |  $1.49M: $1.91M |  p123 | Pittsburgh Pirates   | **^
SP Juan Salcedo              23| SP :      82      -6     :  76 | SP :      96      -4   2     :  94 |   6 | 100 |          |   6*              |        :        |  p691 | Pittsburgh Pirates   | +++-
SP Celso Romo                27| SP :      90       2     :  91 | SP :      87     -13  -8     :  65 |   6 |  97 |          |    *      $710k a | $993.4k: $1.27M |   p18 | Pittsburgh Pirates   | **
LF Celestino Cortes          30| LF :  93       9 -11     :  91 |    :                         :   0 |   3 |  94 | -3---933 |    *     $2.74Mx3 |        :        |  p303 | Pittsburgh Pirates   | **^
1B Russell Kiel              31| 1B :  99       1  -9     :  91 |    :                         :   0 |   2 |  93 | -4------ |    *+             |        :        |  p160 | Pittsburgh Pirates   | *
RF Jason Green               26| RF :  85       5 -21     :  69 | RF :  99       5 -16  -2     :  86 |   6 |  92 | -2---337 |    *+     $550k a |        :        |  p521 | Pittsburgh Pirates   | **^
CF Tony Navarro              22| CF :  64      17 -24     :  57 | CF :  83      17 -11  -3     :  85 |   6 |  91 | -2---998 |                   |        :        |  p727 | Pittsburgh Pirates   | ++-
MR Jackie Neblett            31| MR :      83       6     :  89 |    :                         :   0 |   2 |  91 |          |    *     $2.14Mx2 |  $2.98M: $3.82M |  p522 | Pittsburgh Pirates   | *
MR Louis Guglielmo           29| MR :      81       4     :  86 |    :                         :   0 |   4 |  90 |          |    *+    $2.14Mx2 |  $1.99M: $2.55M |  p196 | Pittsburgh Pirates   | ***
SP Eric Berube               26| SP :      85      -3     :  83 | SP :      91     -18  -3     :  70 |   6 |  89 |          |    *+    $1.08Mx4 |        :        |  p404 | Pittsburgh Pirates   | **
MR Angel Carrillo            28| MR :      80       4     :  84 | MR :      85     -22  -3     :  59 |   5 |  89 |          |    *     $1.37M a |  $1.99M: $2.55M |  p532 | Pittsburgh Pirates   | *
LF Julian Alvarado           21| DH :  74       0 -35     :  39 | DH :  94       0  -1 -11     :  82 |   6 |  88 | -1---4-3 |      #            |        :        |  p588 | Pittsburgh Pirates   | ++
SP William Reily             32| MR :      82       5     :  87 |    :                         :   0 |   1 |  88 |          |    *     $3.44Mx2 |  $2.48M: $3.18M |   p98 | Pittsburgh Pirates   | **
RF Timothy Defazio           19| RF :  56       6 -49     :  14 | RF :  95       6 -16  -5     :  81 |   6 |  87 | -2---338 |                   |        :        |  p751 | Pittsburgh Pirates   | ++-
MR Bill Anderson             27| MR :      77       1     :  78 | MR :      78     -26  -9     :  43 |   6 |  84 |          |  F *     $2.39M   | $496.7k:$636.8k |  p281 | Pittsburgh Pirates   | **^
SP Brad Mannings             19| SP :      62     -26     :  37 | SP :      89      -7  -5     :  77 |   6 |  83 |          |   7               |        :        |  p813 | Pittsburgh Pirates   | +++-
2B Rupert Soto               22| 2B :  52       4 -44     :  12 | 2B :  95       4 -23  -1     :  75 |   6 |  81 | -2621--- |                   |        :        |  p887 | Pittsburgh Pirates   | ++
1B Jeramy Porto              33| 1B :  91       3 -15     :  78 |    :                         :   0 |   0 |  78 | -5------ |    *+    $3.67Mx3 |        :        |  p543 | Pittsburgh Pirates   | **
MR Paul Groff                34| MR :      76       0     :  76 |    :                         :   0 |  -2 |  74 |          |  F *+     $2.8M   |        :        |   p72 | Pittsburgh Pirates   | *^
MR John Torre                32| SP :      79      -9     :  70 |    :                         :   0 |   1 |  71 |          | I  *+             |        :        |  p125 | Pittsburgh Pirates   | *^
2B Pedro Frias               39| 2B : 104       3   6     : 113 |    :                         :   0 | -42 |  71 | -3642--- |  F *      $2.3M   |  $2.98M: $3.82M |  p236 | Pittsburgh Pirates   | *^

--- New York Mets ---
3B Carlos Mejia              28| 3B : 130       6  41   3 : 180 | 3B : 131       6  26  39   9 : 211 |   5 | 216 | -6562--- |    *    $10.67Mx2 | $21.85M:$28.02M |  p101 | New York Mets        | ***^
1B Ed Wright                 25| 3B : 107       7  19     : 133 | 3B : 113       7   7  22     : 150 |   6 | 156 | -7373--- |    *     $2.81M a |  $9.44M: $12.1M |   p71 | New York Mets        | **^
SS Harry Yataro              21| SS :  82      13 -12     :  83 | SS : 109      13   7  18     : 147 |   6 | 153 | -3236--- |   1               |        :        |  p844 | New York Mets        | +++++
RF Morris Auerbach           25| CF :  88       9  -8     :  89 | CF : 118       9 -12  24   3 : 143 |   6 | 149 | -2---768 |    *              |        :        |  p271 | New York Mets        | ++++-
SP Jon Moser                 28| SP :     115      27     : 142 | SP :     111      12  17     : 140 |   5 | 147 |          |    *     $8.86M a | $13.41M:$17.19M |  p210 | New York Mets        | **^
SS William Buser             32| SS : 112      14  19   0 : 145 |    :                         :   0 |   1 | 146 | -2526--- |  F *+    $2.08M   |  $9.93M:$12.74M |  p326 | New York Mets        | *
RF Matthew Capehart          21| 1B :  96       1 -12     :  86 | RF : 110       2  21   6     : 139 |   6 | 145 | -4---526 |   T  #            |        :        |  p610 | New York Mets        | +++
CF Henry Hausman             30| CF : 111      12  18     : 142 |    :                         :   0 |   3 | 145 | -2---877 |    *+     $2.4Mx3 |  $8.94M:$11.46M |  p105 | New York Mets        | **
SS Joel Diz                  30| SS : 113      10  17     : 140 |    :                         :   0 |   3 | 143 | -3356--- |  F *+    $6.34M   |  $8.44M:$10.83M |  p395 | New York Mets        | ***
1B Gregory Wiebe             22| 1B : 102       1  -6     :  97 | 1B : 105       1  27   1     : 134 |   6 | 140 | -3---3-1 |   4  #            |        :        |  p643 | New York Mets        | ++++
SP Dick Wehmeyer             22| SP :      85      -3     :  82 | SP :     112       3  18     : 133 |   6 | 139 |          |   6*              |        :        |  p589 | New York Mets        | +++-
LF Zachary Gleeson           28| DH : 108       0  -1     : 107 | LF : 117       1   4  11     : 133 |   5 | 138 | -2---523 |  F *     $1.96M   |        :        |  p339 | New York Mets        | **^
2B Victor Vanhouten          27| 2B : 104      11  15     : 130 | 2B : 101      11   2  12     : 126 |   6 | 136 | -3832--- |    *     $1.96M a |  $7.45M: $9.55M |   p54 | New York Mets        | **^
CF Juan Ramirez              27| CF :  96      17   8     : 121 | CF : 102      17  -6  16     : 129 |   6 | 135 | -2---893 |    *     $4.32M a |  $3.97M: $5.09M |  p394 | New York Mets        | **^
SP Jose Gato                 23| SP :     104      16     : 120 | SP :     101      19   7     : 127 |   6 | 133 |          |    *      $550k a |  $7.95M:$10.19M |  p100 | New York Mets        | ++++-
RF Christopher Schulz        27| 3B : 109       0  14     : 123 | 3B :  92       0   7  -6     :  93 |   6 | 129 | -3241424 |    *+     $600k a |  $6.95M: $8.92M |   p85 | New York Mets        | *^
RF Arthur Dickerson          22| CF :  61       6 -37     :  30 | CF : 112       6 -14  16     : 120 |   6 | 126 | -2---658 |   2*      $550k r |        :        |  p707 | New York Mets        | +++++
SP Joshua Finn               33| SP :     107      19     : 126 |    :                         :   0 |   0 | 126 |          |    *     $9.56Mx2 |  $9.44M: $12.1M |  p140 | New York Mets        | **^
1B Albert Reyes              27| CF : 110       1   6     : 117 | CF :  99       1   8  -3     : 105 |   6 | 123 | -4---242 |    *      $600k a |  $2.98M: $3.82M |  p410 | New York Mets        | *
RF George Garza              19| CF :  65       2 -38     :  29 | CF : 110       2  -7   9     : 114 |   6 | 120 | -2---546 |   5               |        :        |  p653 | New York Mets        | ++++
CL Lawrence Mazur            32| MR :      97      18     : 115 |    :                         :   0 |   1 | 116 |          |    *     $4.65Mx4 |  $8.94M:$11.46M |  p368 | New York Mets        | ****
2B Peter Montemayor          21| 2B :  67       9 -25     :  51 | 2B : 100       9  -8   8     : 109 |   6 | 115 | -3834--- |   8               |        :        |  p208 | New York Mets        | +++
SP Jack Gillam               30| SP :      99      11     : 110 |    :                         :   0 |   3 | 113 |          |    *      $840kx2 |  $5.46M: $7.01M |  p252 | New York Mets        | **^
MR Robert Green              27| MR :      87      10     :  97 | MR :      84     -16  -4     :  64 |   6 | 103 |          |  F *     $2.99M   |  $4.97M: $6.37M |  p487 | New York Mets        | **^
 C Mauricio Ayala            31|  C :  97       1   3     : 100 |    :                         :   0 |   2 | 102 | 53------ |  F *      $550k   |  $1.49M: $1.91M |  p438 | New York Mets        | *
SP Gary Moten                36| SP :     101      13     : 114 |    :                         :   0 | -12 | 102 |          |    *     $1.78Mx3 |  $6.46M: $8.28M |  p375 | New York Mets        | **^
SP William Pepe              31| SP :      94       6     :  99 |    :                         :   0 |   2 | 101 |          |  F *+ ~  $3.44M   |  $2.98M: $3.82M |  p224 | New York Mets        | ***
2B Kyle Beery                28| SS :  84      10 -12     :  82 | SS :  99      10 -20   6     :  95 |   5 | 100 | -3526--- |    *      $600k a |        :        |  p345 | New York Mets        | *
MR Cristian Egozcue          25| MR :      83       6     :  89 | MR :      86     -20  -2     :  63 |   6 |  95 |          |    *+     $550k a |  $2.98M: $3.82M |  p149 | New York Mets        | ++++
SP Anthony Dawes             26| SP :      89       1     :  89 | SP :      88     -15  -7     :  66 |   6 |  95 |          |    *     $2.08Mx3 | $496.7k:$636.8k |   p78 | New York Mets        | *^
1B John Perez                25| 1B :  97       0 -12     :  85 | 1B :  98       0  -3  -7     :  88 |   6 |  94 | -3------ |      #            |        :        |   p80 | New York Mets        | ++
MR Benjamin Neves            20| MR :      66      -9     :  57 | MR :      89      -3   1     :  87 |   6 |  93 |          |                   |        :        |  p571 | New York Mets        | +++-
 C Alex Gomez                27|  C :  67       7 -21     :  53 |  C : 102       7 -35  11     :  85 |   6 |  91 | 71------ |    *              |        :        |  p278 | New York Mets        | *
2B Jay Chason                22| SS :  53      12 -41     :  24 | SS :  92      12 -22   1     :  83 |   6 |  89 | -3726654 |                   |        :        |  p835 | New York Mets        | ++
3B David Gravel              19| 3B :  53       7 -35     :  25 | 3B :  92       7 -19   1     :  81 |   6 |  87 | -3662--- |                   |        :        |  p873 | New York Mets        | ++
SP David Bacchus             23| SP :      64     -24     :  41 | SP :      98     -21   4     :  81 |   6 |  87 |          |   3               |        :        |  p854 | New York Mets        | ++++-
 C Richard Hoey              24|  C :  82       1 -12     :  71 |  C :  94       1 -11  -3     :  81 |   6 |  87 | 51------ |    *      $600k a |        :        |  p329 | New York Mets        | *
RF Hassan Ashurst            29| DH :  96       0 -13     :  83 |    :                         :   0 |   4 |  87 | -2---425 |    *     $3.39Mx3 |        :        |  p362 | New York Mets        | **^
SP Tony Sabatini             19| MR :      53     -20     :  33 | SP :      94     -12  -1     :  80 |   6 |  86 |          |   7               |        :        |  p379 | New York Mets        | +++
LF Darin Clay                19| LF :  55       3 -54     :   4 | LF :  98       3 -17  -5     :  79 |   6 |  85 | -2---622 |                   |        :        |  p770 | New York Mets        | ++
SP Lewis Boltz               19| SP :      77     -11     :  66 | SP :      83       7 -12     :  78 |   6 |  84 |          |   9               |        :        |  p565 | New York Mets        | +++
SP Edward Clift              24| SP :      80      -8     :  72 | SP :      91     -11  -3     :  77 |   6 |  83 |          |                   |        :        |  p883 | New York Mets        | ++-
2B Juan Nelson               23| 3B :  70       3 -22     :  51 | SS :  89       7 -15  -7     :  73 |   6 |  79 | -3655--- |    *              |        :        |  p575 | New York Mets        | ++
1B Mikel Mannion             33| DH :  93       0 -16     :  77 |    :                         :   0 |   0 |  77 | -2------ | I  *+    $1.75Mx2 |        :        |   p14 | New York Mets        | *
MR Bill Wilson               27| MR :      73      -3     :  70 | MR :      86     -30  -2     :  53 |   6 |  76 |          |  F *+    $1.31M   |        :        |   p42 | New York Mets        | **^
SP Gary Munemori             18| SP :      59     -29     :  30 | SP :      84     -11 -10     :  63 |   6 |  69 |          |                   |        :        |  p246 | New York Mets        | ++-
SP Eldon Folsom              19| MR :      56     -17     :  39 | SP :      81      -6 -14     :  61 |   6 |  67 |          | I                 |        :        |  p732 | New York Mets        | ++
3B Quinton Seth              21| 3B :  57      13 -24     :  46 | 3B :  75      13 -18  -9     :  61 |   6 |  67 | -3892--- |                   |        :        |  p912 | New York Mets        | ++-
MR Alfonso Menendez          36| MR :      78       1     :  79 |    :                         :   0 | -12 |  67 |          |    *     $2.56Mx4 | $496.7k:$636.8k |   p20 | New York Mets        | **^
MR Robert Spadaro            31| MR :      68      -7     :  62 |    :                         :   0 |   2 |  64 |          |    *     $2.05Mx2 |        :        |  p411 | New York Mets        | **^

--- Milwaukee Brewers ---
3B Paul Laroche              28| 3B : 117       7  29     : 153 | 3B : 127       7  13  36   6 : 189 |   5 | 194 | -3373--- |    *     $4.52Mx4 |  $14.4M:$18.47M |  p253 | Milwaukee Brewers    | **^
SS Joseph Lindsey            25| SS : 106      13  13     : 132 | SS : 116      13   6  25   5 : 165 |   6 | 171 | -3736--- |    *      $550k a |  $6.46M: $8.28M |  p287 | Milwaukee Brewers    | +++++
CF Robert Gregoire           20| CF :  98      18  11     : 127 | CF :  98      18  26  13     : 155 |   6 | 161 | -3---499 |   2*              |  $5.46M: $7.01M |  p226 | Milwaukee Brewers    | ++++
 C James Ocampo              21|  C :  96      19  20     : 135 |  C :  97      19  21  18     : 155 |   6 | 161 | T2-1---- |                   |  $9.93M:$12.74M |  p239 | Milwaukee Brewers    | ++-
SP Victor Fowler             24| SP :     103      15     : 118 | SP :     112      12  18     : 141 |   6 | 147 |          |    *      $550k a |  $7.45M: $9.55M |  p370 | Milwaukee Brewers    | ++++-
RF Roy Diana                 22| CF :  96      12   3     : 111 | CF :  99      12  21   8     : 140 |   6 | 146 | -2112378 |   7  #            |  $1.49M: $1.91M |  p586 | Milwaukee Brewers    | +++-
MR Dave Turner               27| MR :     108      28   1 : 137 | MR :     105       5  14     : 124 |   6 | 143 |          |  F *      $1.3M   | $13.91M:$17.83M |   p91 | Milwaukee Brewers    | **^
1B Kenneth Napier            29| 1B : 117       4  11     : 132 |    :                         :   0 |   4 | 136 | -6------ |    *+    $6.29Mx4 |  $5.46M: $7.01M |  p121 | Milwaukee Brewers    | ***^
SS Ernesto Escudero          20| SS :  65      23 -18     :  70 | SS :  95      23  -7  15     : 125 |   6 | 131 | -3339--- |   3               |        :        |  p689 | Milwaukee Brewers    | +++-
CF Cruz Diaz                 23| CF :  64      12 -29     :  47 | CF : 111      12 -21  20     : 122 |   6 | 128 | -2---974 |   8               |        :        |  p870 | Milwaukee Brewers    | +++
SP Martin Loch               26| SP :     103      15     : 118 | SP :     107       0  13     : 120 |   6 | 126 |          |    *     $1.08M a |  $7.45M: $9.55M |  p474 | Milwaukee Brewers    | *
3B Errol Wojtowicz           30| 3B : 102       7  14     : 122 |    :                         :   0 |   3 | 125 | -63621-1 |    *      $875kx2 |  $6.95M: $8.92M |   p27 | Milwaukee Brewers    | **
1B Stephen Leaks             21| 1B :  65       3 -41     :  26 | 1B : 113       3 -10  11     : 117 |   6 | 123 | -51--1-1 |   5               |        :        |  p797 | Milwaukee Brewers    | +++-
LF Stuart Teed               31| DH : 115       0   6     : 121 |    :                         :   0 |   2 | 123 | -2---524 |    *     $6.12Mx2 |  $2.98M: $3.82M |   p73 | Milwaukee Brewers    | ***^
RF Clarence Ambrosino        27| LF : 106       7   0     : 113 | LF : 102       7   4   2     : 115 |   6 | 121 | -2---837 |  F *      $712k   |        :        |  p133 | Milwaukee Brewers    | *^
SP Steven White              25| SP :      92       4     :  96 | SP :     110     -11  16     : 114 |   6 | 120 |          |   4  #            |  $1.99M: $2.55M |  p508 | Milwaukee Brewers    | +++-
SP Matthew Yard              25| SP :     101      13     : 114 | SP :      99      -2   5     : 102 |   6 | 120 |          |    *      $550k a |  $6.46M: $8.28M |  p145 | Milwaukee Brewers    | +++-
SP Richard Dixion            27| SP :      95       7     : 103 | SP :     108      -7  13     : 113 |   6 | 119 |          | I  *     $3.09M a |  $3.48M: $4.46M |  p498 | Milwaukee Brewers    | ***
CL Christian Selph           35| MR :     101      22     : 123 |    :                         :   0 |  -6 | 117 |          |    *+    $5.58Mx2 | $10.93M:$14.01M |   p63 | Milwaukee Brewers    | ***^
2B Oscar Rivera              21| 3B :  64       7 -24     :  47 | 3B : 101       7 -11  10     : 107 |   6 | 113 | -3873--- |   1  #            |        :        |  p626 | Milwaukee Brewers    | ++++-
CF Stephen Claudio           37| CF : 111       7  14     : 132 |    :                         :   0 | -20 | 112 | -2---562 |    *     $5.51Mx3 |  $6.95M: $8.92M |   p58 | Milwaukee Brewers    | ***
 C Dennis Azcarraga          36|  C :  95      14  14     : 123 |    :                         :   0 | -12 | 111 | 81------ |    *+    $5.51Mx2 |  $6.95M: $8.92M |  p122 | Milwaukee Brewers    | *^
SP Conrado Machuca           32| SP :      97       9     : 106 |    :                         :   0 |   1 | 107 |          |  F *      $750k   |  $4.47M: $5.73M |  p135 | Milwaukee Brewers    | **^
 C Scott Velasco             32|  C :  92       7   4     : 104 |    :                         :   0 |   1 | 105 | 72-1---- |  F *      $555k   |  $1.99M: $2.55M |    p2 | Milwaukee Brewers    | *
3B Bill Joyner               28| 3B :  90       5   0     :  96 | 3B :  96       5 -14   3     :  90 |   5 | 101 | -3463--- |    *              |        :        |  p504 | Milwaukee Brewers    | *
MR Scott Bowser              26| MR :      86       8     :  94 | MR :      80     -18  -7     :  56 |   6 | 100 |          |    *     $1.37M a |  $3.97M: $5.09M |   p39 | Milwaukee Brewers    | *^
SP Jorge Desalvo             29| SP :      91       3     :  94 |    :                         :   0 |   4 |  98 |          |  F *     $1.48M   |  $1.49M: $1.91M |   p57 | Milwaukee Brewers    | *
SP Roberto Banas             34| SP :      94       6     : 100 |    :                         :   0 |  -2 |  98 |          |    *+    $1.48Mx2 |  $2.98M: $3.82M |  p264 | Milwaukee Brewers    | *
2B Wade Audet                25| 2B :  94       2  -5     :  91 | 2B :  93       2  -6  -6     :  83 |   6 |  97 | -3521--- |   T*      $550k r |        :        |  p701 | Milwaukee Brewers    | +++
2B Garrett Trotta            28| 2B :  96       0  -4     :  92 | 2B :  98       0  -8  -2     :  88 |   5 |  97 | -251---- |  F *+    $1.12M   |        :        |  p524 | Milwaukee Brewers    | *
MR Gregory Latour            30| MR :      85       7     :  92 |    :                         :   0 |   3 |  95 |          |  F *+    $2.05M   |  $3.48M: $4.46M |  p198 | Milwaukee Brewers    | ***^
SP Charles Manuel            38| SP :     106      18     : 124 |    :                         :   0 | -30 |  94 |          |  F *     $8.27M   |  $8.94M:$11.46M |  p155 | Milwaukee Brewers    | **^
SS Oscar Cataldo             30| 3B :  77      15  -3     :  90 |    :                         :   0 |   3 |  93 | -4496--- |    *              |        :        |  p506 | Milwaukee Brewers    | *^
3B Benny Castillo            21| 3B :  60       4 -31     :  32 | 3B :  96       4 -15   2     :  86 |   6 |  92 | -3551--- |                   |        :        |  p632 | Milwaukee Brewers    | ++-
